Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,1101213,1599048.00,24575.00,DSF0000913307
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,75083,109026.00,25677.00,DSF0000913307
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE,Scope,Complete,3/18/2020,6/17/2020,12/4/2020,0,18840.00,18840.00,DSF0000913306
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE,Design,In-Progress,12/4/2020,5/24/2021,,2100,15280.00,15280.00,DSF0000913306
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,30800,95157.00,0.00,DSF0000913306
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,2100,6488.00,2278.00,DSF0000913306
1,M064,I.S. 839 - MANHATTAN,DOE - RESOA,FY24 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0001086195
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,WASTE SYSTEM / PARAPETS / EXTERIOR MASONRY,Scope,Complete,1/7/2021,5/7/2021,6/15/2021,33059,50020.00,49981.00,"DSF0000943937, DSF0000992663, DSF0000992664"
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,WASTE SYSTEM / PARAPETS / EXTERIOR MASONRY,Design,Complete,7/15/2021,12/16/2021,4/21/2022,155556,103535.00,94059.00,"DSF0000943937, DSF0000992663, DSF0000992664"
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,WASTE SYSTEM / PARAPETS / EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,2657164,2657164.00,7742.00,"DSF0000943937, DSF0000992663, DSF0000992664"
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,WASTE SYSTEM / PARAPETS / EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,304496,304496.00,38373.00,"DSF0000943937, DSF0000992663, DSF0000992664"
1,M097,BARD COLLEGE HS - MANHATTAN,Fast Track Projects,FY20 RESO A ROOM CONVERSION,Construction,PNS,FTK,FTK,FTK,FTK,26820.00,2929.00,DSF0000913084
1,M097,BARD COLLEGE HS - MANHATTAN,Fast Track Projects,FY18 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,1/10/2019,FTK,,FTK,54508.00,54508.00,DSF0000866416
1,M097,BARD COLLEGE HS - MANHATTAN,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,100000.00,0.00,DSF0000961304
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - Skilled Trades,DOMESTIC WATER HEATER,Construction,In-Progress,3/1/2022,DOES,,DOES,90361.00,376.00,DSF0000961169
1,M097,BARD COLLEGE HS - MANHATTAN,DOE - Skilled Trades,SCHOOLYARD RESURFACING,Construction,In-Progress,8/14/2023,DOES,,DOES,567979.00,0.00,DSF0001034279
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,Scope,Complete,8/4/2021,12/21/2021,2/2/2022,60595,192629.00,171980.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,Design,Complete,6/1/2022,11/22/2022,5/12/2023,295609,302751.00,154257.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,6013873,6013873.00,257044.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,"CM,F&E",PNS,PNS,PNS,PNS,479427,479427.00,18945.00,"DSF0001085128, DSF0001018329, DSF0001018328, DSF0001018326"
1,M110,P.S. 110 - MANHATTAN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Scope,In-Progress,8/15/2023,11/15/2023,,0,47.00,47.00,DSF0001035663
1,M110,P.S. 110 - MANHATTAN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,48600,48553.00,187.00,DSF0001035663
1,M110,P.S. 110 - MANHATTAN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,712800,712800.00,0.00,DSF0001035663
1,M110,P.S. 110 - MANHATTAN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,48600,48600.00,0.00,DSF0001035663
1,M110,P.S. 110 - MANHATTAN,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,6/18/2021,EMER,,EMER,45822.00,42548.00,SCA0000069969
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-ABATE AND REPAIR CEILING PLASTER IN ROOM #508 APPROX. 660SF,Construction,Complete,3/31/2023,IEH,4/16/2023,IEH,75137.00,75137.00,SCA0000071860
1,M110,P.S. 110 - MANHATTAN,SCA IEH,PO18-ABATE AND REPAIR CEILING AND WALL PLASTER IN ROOMS: RM #104 BOY'S TOILET RM #406 LEAD WIPES WIL,Construction,Complete,4/21/2023,IEH,4/30/2023,IEH,59892.00,143.00,SCA0000071918
1,M110,P.S. 110 - MANHATTAN,SCA IEH,"PO18-204A AND 204B, 507 AND 511- PLASTER DAMAGE DUE TO WATER INFILTRATION. ROOMS TO BE SEALED AND RE",Construction,Complete,7/7/2023,IEH,7/9/2023,IEH,71851.00,55601.00,SCA0000072111
1,M110,P.S. 110 - MANHATTAN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001033648
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,10/23/2018,3/13/2019,1/18/2019,371656,171024.00,171024.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,1/22/2019,6/21/2019,5/17/2019,1486620,804020.00,765176.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Construction,In-Progress,10/21/2019,8/15/2022,,27874124,26449953.00,17074506.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,"CM,F&E",In-Progress,10/21/2019,8/15/2022,,1734390,536338.00,498751.00,"DSF0000876062, DSF0000876063, DSF0000876064, DSF0000876065"
1,M134,P.S. 134 - MANHATTAN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001033658
1,M134,P.S. 134 - MANHATTAN,DOE - RESOA,FY20 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,400000.00,0.00,DSF0000913319
1,M134,P.S. 134 - MANHATTAN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,1/18/2022,DOES,,DOES,367563.00,0.00,DSF0000911918
1,M134,P.S. 134 - MANHATTAN,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,In-Progress,9/19/2022,DOES,,DOES,77253.00,0.00,DSF0001009093
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,Scope,Complete,1/24/2018,1/20/2021,5/19/2021,15710,28956.00,28956.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,Design,Complete,7/7/2021,12/10/2021,3/3/2022,62520,82408.00,60484.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,Construction,In-Progress,5/17/2023,5/15/2024,,723155,720605.00,83567.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,"CM,F&E",In-Progress,5/17/2023,5/15/2024,,151715,147440.00,52082.00,"DSF0000866352, DSF0000961102, DSF0001018706"
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,7/11/2022,11/8/2022,7/28/2022,5326,2618.00,2618.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,7/28/2022,1/26/2023,9/21/2022,23966,10471.00,10471.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,6/5/2023,4/29/2024,,308893,278451.00,4664.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,6/5/2023,4/29/2024,,88200,40326.00,9285.00,DSF0001034607
1,M137,P.S. 184 - MANHATTAN,SCA IEH,PO18-ABATE AND REPLACE FLOOR TILE IN ROOMS: RM: 313 APPROX. 678SF RM: 320 ASSISTANT PRINCIPAL'S OFFI,Construction,Complete,4/13/2023,IEH,9/15/2023,IEH,18623.00,48.00,SCA0000071884
1,M137,P.S. 184 - MANHATTAN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/14/2023,DIIR,5/26/2023,DIIR,150000.00,4180.00,DSF0001035688
1,M137,P.S. 184 - MANHATTAN,DOE - RESOA,FY15 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0000800504
1,M137,P.S. 184 - MANHATTAN,DOE - RESOA,FY20 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,9/6/2022,DOER,,DOER,97723.00,0.00,DSF0000913320
1,M137,P.S. 184 - MANHATTAN,DOE - Skilled Trades,WATER HEATERS,Construction,In-Progress,1/3/2017,DOES,,DOES,138712.00,0.00,DSF0000786134
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,10/24/2018,3/14/2019,1/18/2019,504775,537527.00,498489.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,1/22/2019,6/21/2019,9/16/2022,2518835,2232811.00,1558294.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,Construction,In-Progress,6/5/2023,6/3/2026,,56237200,50911397.00,267049.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",In-Progress,6/5/2023,6/3/2026,,3571289,206290.00,206110.00,"DSF0000876119, DSF0000876120, DSF0000876121, DSF0000912290, DSF0001034291, DSF0001018730, DSF0001018731, DSF0001034290, DSF0001034288, DSF0001018723"
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,7/6/2022,11/3/2022,7/22/2022,4336,4180.00,4180.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,7/22/2022,1/20/2023,9/21/2022,19513,17559.00,17559.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,6/5/2023,4/29/2024,,251500,230932.00,6622.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,6/5/2023,4/29/2024,,76603,41676.00,11594.00,DSF0001034595
1,M140,P.S. 140 - MANHATTAN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,PNS,PNS,PNS,73000,73000.00,0.00,DSF0001086230
1,M140,P.S. 140 - MANHATTAN,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,100000.00,0.00,DSF0000961347
1,M140,P.S. 140 - MANHATTAN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,5/1/2023,DIIR,5/11/2023,DIIR,100000.00,50345.00,DSF0001033169
1,M140,P.S. 140 - MANHATTAN,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,In-Progress,9/22/2022,DOES,,DOES,81461.00,0.00,DSF0001009096
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,5/22/2020,11/19/2020,8/19/2020,86400,143114.00,137609.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,9/1/2020,6/15/2021,4/6/2021,432000,316907.00,302629.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,9/13/2021,6/4/2023,,9720000,9183085.00,3448836.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,9/13/2021,6/4/2023,,604800,260888.00,245691.00,"DSF0000944456, DSF0000944457, DSF0000944458"
1,M142,P.S. 142 - MANHATTAN,DOE - RESOA,FY22 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,125000.00,0.00,DSF0001033170
1,M142,P.S. 142 - MANHATTAN,DOE - RESOA,FY23 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,221781.00,0.00,DSF0001035690
1,M142,P.S. 142 - MANHATTAN,DOE - Skilled Trades,ACCESSIBILITY,Construction,In-Progress,7/30/2022,DOES,,DOES,,0.00,SCA0000070971
1,M188,M094 SPED - MANHATTAN,SCA Furniture & Equipment,FY23 RESO A MOBILE SCIENCE LAB,F&E,In-Progress,5/1/2023,,,75000,75000.00,7951.00,DSF0001035710
1,M188,P.S. 188 - MANHATTAN,Fast Track Projects,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,9/5/2019,FTK,,FTK,76709.00,76709.00,DSF0000912317
1,M188,M094 SPED - MANHATTAN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,70000.00,0.00,DSF0001035711
1,M188,P.S. 188 - MANHATTAN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/17/2023,DIIR,4/26/2023,DIIR,60000.00,52151.00,DSF0001035714
1,M188,M094 SPED - MANHATTAN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,60000.00,0.00,DSF0001086252
1,M188,P.S. 188 - MANHATTAN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,60000.00,0.00,DSF0001086253
1,M188,P.S. 188 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,5/16/2023,DOEL,,DOEL,124479.00,0.00,
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY11 RESO A PLAYGROUND REDEVELOPMEN,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0000710824
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY20 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,350000.00,0.00,DSF0000913037
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,135000.00,0.00,DSF0001035712
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0001035713
1,M188,P.S. 188 - MANHATTAN,DOE - RESOA,FY24 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,88000.00,0.00,DSF0001086254
1,M188,M094 SPED - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,6/3/2022,DOES,,DOES,313034.00,0.00,DSF0001008697
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,Fast Track Projects,FY18 RESO A SAFETY SYSTEMS,Construction,In-Progress,11/13/2018,FTK,,FTK,15012.00,3366.00,DSF0000867371
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,DOE - RESOA,FY18 RESO A MEDIA CENTER,Construction,PNS,PNS,PNS,PNS,DOER,235237.00,0.00,DSF0000866377
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,DOE - RESOA,FY20 RESO A BATHROOM UPGRADES,Construction,In-Progress,2/26/2021,DOER,,DOER,53288.00,0.00,DSF0000913094
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,DOE - RESOA,RESO A- RESO A PAVED AREAS CONCRETE,Construction,Complete,5/21/2021,DOER,6/1/2021,DOER,154008.00,154008.00,DSF0001008906
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,DOE - Skilled Trades,REPAIRS TO FIRE DAMAGE,Construction,In-Progress,11/12/2019,DOES,,DOES,266861.00,0.00,SCA0000062188
1,M510,CASCADES CTR FOR TCHING & LNG - M,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0000844384
1,M510,SATELLITE AT FORSYTHE,DOE - RESOA,FY20 RESO A BATHROOM UPGRADES,Construction,In-Progress,7/6/2023,DOER,,DOER,151912.00,0.00,DSF0000913098
1,M510,CASCADES CTR FOR TCHING & LNG - M,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,150000.00,0.00,DSF0001035770
1,M510,SATELLITE AT FORSYTHE,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0001086309
1,M510,CASCADES CTR FOR TCHING & LNG - M,DOE - Skilled Trades,ELEVATOR REPAIR,Construction,Complete,4/14/2023,DOES,6/1/2023,DOES,125600.00,125600.00,DSF0001070653
1,M751,M751 SPED - MANHATTAN,SCA IEH,PO18-ABATE AND REAPIR CEILING PLASTER IN ROOMS #504 AND #509 APPROX. 50SF IN EACH ROOM CEILING IS 20,Construction,Complete,5/2/2023,IEH,8/30/2023,IEH,79600.00,763.00,SCA0000071934
1,M751,M751 SPED - MANHATTAN,SCA Furniture & Equipment,FY23 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,50000,50000.00,0.00,DSF0001035775
1,M751,M751 SPED - MANHATTAN,DOE - RESOA,FY22 RESO A PLAYGROUND UPGRADE,Construction,In-Progress,4/6/2023,DOER,,DOER,318711.00,0.00,DSF0001033728
1,M751,M751 SPED - MANHATTAN,DOE - RESOA,FY24 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,350000.00,0.00,DSF0001086320
1,M751,M751 SPED - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,12/26/2018,DOES,,DOES,236177.00,0.00,DSF0000877431
2,M001,P.S. 1 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOF,Scope,Complete,10/12/2018,3/4/2019,1/3/2019,373649,158495.00,158480.00,"DSF0000874691, DSF0000874693, DSF0000874694, DSF0000912459"
2,M001,P.S. 1 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOF,Design,Complete,1/3/2019,6/5/2019,5/14/2019,1494600,837929.00,697581.00,"DSF0000874691, DSF0000874693, DSF0000874694, DSF0000912459"
2,M001,P.S. 1 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOF,Construction,In-Progress,10/9/2019,10/7/2021,,28023750,30530303.00,16977721.00,"DSF0000874691, DSF0000874693, DSF0000874694, DSF0000912459"
2,M001,P.S. 1 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOF,"CM,F&E",In-Progress,10/9/2019,10/7/2021,,1743699,1894553.00,1766037.00,"DSF0000874691, DSF0000874693, DSF0000874694, DSF0000912459"
2,M001,P.S. 1 - MANHATTAN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/1/2023,DIIR,6/27/2023,DIIR,50000.00,10191.00,DSF0001035606
2,M001,P.S. 1 - MANHATTAN,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0001035605
2,M001,P.S. 1 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,12/27/2021,DOES,,DOES,307767.00,0.00,DSF0001008689
2,M002,P.S. 2 - MANHATTAN,SCA CIP,WINDOWS / ROOFS / PARAPETS / SECURITY LIGHTING,Scope,Complete,2/14/2019,6/17/2019,10/29/2019,113406,2611.00,2611.00,"DSF0000960574, DSF0000943000, DSF0000943001, DSF0001017158"
2,M002,P.S. 2 - MANHATTAN,SCA CIP,WINDOWS / ROOFS / PARAPETS / SECURITY LIGHTING,Design,Complete,11/25/2019,4/28/2020,3/22/2022,559432,327006.00,282460.00,"DSF0000960574, DSF0000943000, DSF0000943001, DSF0001017158"
2,M002,P.S. 2 - MANHATTAN,SCA CIP,WINDOWS / ROOFS / PARAPETS / SECURITY LIGHTING,Construction,In-Progress,8/15/2022,8/13/2024,,11930288,10655889.00,1835471.00,"DSF0000960574, DSF0000943000, DSF0000943001, DSF0001017158"
2,M002,P.S. 2 - MANHATTAN,SCA CIP,WINDOWS / ROOFS / PARAPETS / SECURITY LIGHTING,"CM,F&E",In-Progress,8/15/2022,8/13/2024,,850799,27527.00,27527.00,"DSF0000960574, DSF0000943000, DSF0000943001, DSF0001017158"
2,M002,P.S. 2 - MANHATTAN,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,2/13/2019,EMER,,EMER,11153.00,11153.00,SCA0000056407
2,M002,P.S. 2 - MANHATTAN,Fast Track Projects,FY20 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,9/14/2021,FTK,,FTK,37701.00,33399.00,DSF0000913071
2,M002,P.S. 2 - MANHATTAN,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,In-Progress,8/12/2022,DOES,,DOES,117999.00,0.00,DSF0001009091
2,M002,P.S. 2 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,6/1/2022,DOES,,DOES,494086.00,0.00,DSF0001034237
2,M003,P.S. 3 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,6/26/2023,10/25/2023,7/6/2023,4014,788.00,788.00,DSF0001035027
2,M003,P.S. 3 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,In-Progress,7/6/2023,1/3/2024,,18065,18065.00,3152.00,DSF0001035027
2,M003,P.S. 3 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,PNS,PNS,PNS,PNS,232833,232833.00,53.00,DSF0001035027
2,M003,P.S. 3 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",PNS,PNS,PNS,PNS,47418,47418.00,1002.00,DSF0001035027
2,M003,P.S. 3 - MANHATTAN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,125000.00,0.00,DSF0001033144
2,M003,P.S. 3 - MANHATTAN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/1/2023,DIIR,5/30/2023,DIIR,50000.00,44634.00,DSF0001035607
2,M003,P.S. 3 - MANHATTAN,DOE - RESOA,FY20 RESO A WATER FOUNTAIN UPGRADES,Construction,In-Progress,2/22/2022,DOER,,DOER,35857.00,0.00,DSF0000913291
2,M003,P.S. 3 - MANHATTAN,DOE - RESOA,FY21 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,0.00,DSF0001007811
